PariticipantID,SessionIndex,SessionStart,SessionEnd,PracticeStart,PracticeEnd,MainStart,MainEnd,QuestionStart,QuestionEnd,TrialStatus,TrialIndex,TrialStart,TrialVisualizationStart,TrialVisualizationEnd,TrialAnswerStart,TrialAnswerEnd,TrialFeedbackStart,TrialEnd,TrialAnswer,TrialIntAccuracy,TrialSolution,TrialDataset,FactorStereo,FactorMotion,FactorPerspective,FactorShading,Dim,Step,BinIndex,BinLower,BinUpper,File
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,6,1552406018995,1552406019996,1552406026081,1552406027082,1552406033919,-999,1552406033971,75,74,0.7476,cifar10,no,no,no,flat,3,6.33333,1,73.5,79.8333,cifar10-e0009-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,7,1552406033971,1552406034972,1552406057361,1552406058362,1552406063015,-999,1552406063066,72,81,0.8182,cifar10,no,no,no,flat,3,6.33333,2,79.8333,86.1667,cifar10-e0049-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,8,1552406063066,1552406064067,1552406081308,1552406082309,1552406088407,-999,1552406088458,85,77,0.7794,cifar10,no,no,no,shading-2,3,6.33333,1,73.5,79.8333,cifar10-e0016-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,9,1552406088458,1552406089459,1552406094660,1552406095661,1552406098560,-999,1552406098611,89,89,0.8974,cifar10,no,no,no,shading-2,3,6.33333,3,86.1667,92.5,cifar10-e0137-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,10,1552406098611,1552406099612,1552406159613,1552406160614,1552406172144,-999,1552406172195,83,81,0.8108,cifar10,no,no,no,shading-2,3,6.33333,2,79.8333,86.1667,cifar10-e0037-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,11,1552406172195,1552406173196,1552406176884,1552406177885,1552406183080,-999,1552406183131,69,66,0.6614,cifar10,no,no,no,shading-2,3,6.33333,0,38.5,73.5,cifar10-e0004-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,12,1552406183131,1552406184132,1552406188033,1552406189034,1552406196032,-999,1552406196083,92,89,0.8998,cifar10,no,no,yes,shading-1,3,6.33333,3,86.1667,92.5,cifar10-e0093-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,13,1552406196083,1552406197084,1552406203617,1552406204618,1552406208488,-999,1552406208539,90,72,0.725,cifar10,no,no,yes,shading-1,3,6.33333,0,38.5,73.5,cifar10-e0022-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,14,1552406208539,1552406209540,1552406215794,1552406216795,1552406218807,-999,1552406218858,84,74,0.745,cifar10,no,no,yes,shading-1,3,6.33333,1,73.5,79.8333,cifar10-e0017-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,15,1552406218858,1552406219859,1552406228682,1552406229683,1552406234304,-999,1552406234355,77,83,0.833,cifar10,no,no,yes,shading-1,3,6.33333,2,79.8333,86.1667,cifar10-e0071-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,16,1552406234355,1552406235356,1552406237562,1552406238563,1552406243176,-999,1552406243227,88,90,0.9014,cifar10,no,no,yes,flat,3,6.33333,3,86.1667,92.5,cifar10-e0090-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,17,1552406243227,1552406244228,1552406246210,1552406247211,1552406250080,-999,1552406250131,72,80,0.8032,cifar10,no,no,yes,flat,3,6.33333,2,79.8333,86.1667,cifar10-e0015-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,18,1552406250131,1552406251132,1552406252242,1552406253243,1552406256968,-999,1552406257019,56,40,0.4054,cifar10,no,no,yes,flat,3,6.33333,0,38.5,73.5,cifar10-e0001-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,19,1552406257019,1552406258021,1552406263593,1552406264594,1552406277968,-999,1552406278019,70,76,0.769,cifar10,no,no,yes,flat,3,6.33333,1,73.5,79.8333,cifar10-e0010-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,20,1552406278019,1552406279020,1552406285909,1552406286910,1552406293264,-999,1552406293315,93,91,0.9114,cifar10,no,no,yes,shading-2,3,6.33333,3,86.1667,92.5,cifar10-e0134-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,21,1552406293315,1552406294316,1552406354317,1552406355318,1552406375680,-999,1552406375731,85,73,0.7326,cifar10,no,no,yes,shading-2,3,6.33333,0,38.5,73.5,cifar10-e0022-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,22,1552406375731,1552406376732,1552406379715,1552406380716,1552406383296,-999,1552406383347,73,80,0.8046,cifar10,no,no,yes,shading-2,3,6.33333,2,79.8333,86.1667,cifar10-e0068-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,23,1552406383347,1552406384348,1552406389707,1552406390708,1552406394993,-999,1552406395044,80,79,0.7976,cifar10,no,no,yes,shading-2,3,6.33333,1,73.5,79.8333,cifar10-e0034-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,24,1552406395044,1552406396045,1552406401770,1552406402771,1552406406632,-999,1552406406683,73,78,0.7848,cifar10,no,no,no,no,2,6.33333,1,73.5,79.8333,cifar10-e0011-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,25,1552406406683,1552406407684,1552406408682,1552406409683,1552406413160,-999,1552406413211,68,59,0.5998,cifar10,no,no,no,no,2,6.33333,0,38.5,73.5,cifar10-e0003-f1-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,26,1552406413211,1552406414212,1552406417394,1552406418395,1552406429745,-999,1552406429796,82,84,0.848,cifar10,no,no,no,no,2,6.33333,2,79.8333,86.1667,cifar10-e0044-f0-5k-l-2-tsne.txt
P11,1,1552405646896,1552406437555,1552405646896,1552405843586,1552405849466,1552406437555,1552406439744,1552406553411,main,27,1552406429796,1552406430797,1552406432971,1552406433972,1552406437504,-999,1552406437555,88,90,0.9056,cifar10,no,no,no,no,2,6.33333,3,86.1667,92.5,cifar10-e0097-f1-5k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,0,1552406740947,1552406741963,1552406762087,1552406763088,1552406775958,1552406775958,1552406781751,42,77,0.776,babi-q1,yes,no,no,no,2,6.66667,1,73.5,80.1667,babi-q1-e0089-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,1,1552406781751,1552406782768,1552406790608,1552406791619,1552406797783,1552406797783,1552406802343,80,82,0.823,babi-q1,yes,no,no,no,2,6.66667,2,80.1667,86.8333,babi-q1-e0105-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,2,1552406802343,1552406803359,1552406831346,1552406832357,1552406849255,1552406849255,1552406850311,79,88,0.887,babi-q1,yes,no,yes,flat,3,6.66667,3,86.8333,93.5,babi-q1-e0149-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,3,1552406850311,1552406851327,1552406862143,1552406863144,1552406876222,1552406876222,1552406877377,48,40,0.405,babi-q1,yes,no,yes,shading-2,3,6.66667,0,38.5,73.5,babi-q1-e0003-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,4,1552406877377,1552406878393,1552406883612,1552406884613,1552406889615,1552406889615,1552406891482,87,82,0.824,babi-q1,yes,no,yes,shading-1,3,6.66667,2,80.1667,86.8333,babi-q1-e0101-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,5,1552406891482,1552406892497,1552406903270,1552406904282,1552406912044,1552406912044,1552406914372,72,73,0.739,babi-q1,yes,no,no,shading-2,3,6.66667,1,73.5,80.1667,babi-q1-e0080-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,6,1552406914372,1552406915388,1552406932135,1552406933136,1552406939805,1552406939805,1552406940871,46,60,0.6,babi-q1,yes,no,no,flat,3,6.66667,0,38.5,73.5,babi-q1-e0068-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,practice,7,1552406940871,1552406941887,1552406950760,1552406951761,1552406957601,1552406957601,1552406962195,68,82,0.824,babi-q1,yes,no,no,shading-1,3,6.66667,2,80.1667,86.8333,babi-q1-e0100-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,0,1552406967804,1552406968820,1552407006869,1552407007870,1552407019353,-999,1552407019404,80,82,0.826,babi-q1,yes,no,no,no,2,6.66667,2,80.1667,86.8333,babi-q1-e0107-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,1,1552407019404,1552407020420,1552407022785,1552407023796,1552407027567,-999,1552407027618,68,74,0.748,babi-q1,yes,no,no,no,2,6.66667,1,73.5,80.1667,babi-q1-e0082-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,2,1552407027618,1552407028638,1552407029937,1552407030938,1552407054138,-999,1552407054189,48,68,0.681,babi-q1,yes,no,no,no,2,6.66667,0,38.5,73.5,babi-q1-e0071-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,3,1552407054189,1552407055205,1552407058725,1552407059736,1552407064633,-999,1552407064684,90,91,0.912,babi-q1,yes,no,no,no,2,6.66667,3,86.8333,93.5,babi-q1-e0194-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,4,1552407064684,1552407065700,1552407068609,1552407069620,1552407073514,-999,1552407073565,68,79,0.79,babi-q1,yes,no,no,flat,3,6.66667,1,73.5,80.1667,babi-q1-e0090-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,5,1552407073565,1552407074585,1552407086068,1552407087079,1552407101128,-999,1552407101179,72,89,0.897,babi-q1,yes,no,no,flat,3,6.66667,3,86.8333,93.5,babi-q1-e0155-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,6,1552407101179,1552407102195,1552407103727,1552407104728,1552407116032,-999,1552407116083,74,86,0.862,babi-q1,yes,no,no,flat,3,6.66667,2,80.1667,86.8333,babi-q1-e0132-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,7,1552407116083,1552407117100,1552407119265,1552407120277,1552407128356,-999,1552407128407,42,49,0.492,babi-q1,yes,no,no,flat,3,6.66667,0,38.5,73.5,babi-q1-e0037-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,8,1552407128407,1552407129428,1552407147497,1552407148498,1552407162090,-999,1552407162141,68,74,0.747,babi-q1,yes,no,no,shading-1,3,6.66667,1,73.5,80.1667,babi-q1-e0083-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,9,1552407162141,1552407163158,1552407173252,1552407174253,1552407184697,-999,1552407184748,87,87,0.876,babi-q1,yes,no,no,shading-1,3,6.66667,3,86.8333,93.5,babi-q1-e0144-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,10,1552407184748,1552407185759,1552407189479,1552407190490,1552407198259,-999,1552407198310,49,51,0.515,babi-q1,yes,no,no,shading-1,3,6.66667,0,38.5,73.5,babi-q1-e0031-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,11,1552407198310,1552407199331,1552407204649,1552407205650,1552407208803,-999,1552407208854,75,82,0.82,babi-q1,yes,no,no,shading-1,3,6.66667,2,80.1667,86.8333,babi-q1-e0108-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,12,1552407208854,1552407209871,1552407214567,1552407215568,1552407217777,-999,1552407217828,84,88,0.881,babi-q1,yes,no,no,shading-2,3,6.66667,3,86.8333,93.5,babi-q1-e0158-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,13,1552407217828,1552407218844,1552407221842,1552407222843,1552407226371,-999,1552407226422,78,83,0.834,babi-q1,yes,no,no,shading-2,3,6.66667,2,80.1667,86.8333,babi-q1-e0109-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,14,1552407226422,1552407227441,1552407232027,1552407233038,1552407237675,-999,1552407237726,78,76,0.762,babi-q1,yes,no,no,shading-2,3,6.66667,1,73.5,80.1667,babi-q1-e0086-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,15,1552407237726,1552407238747,1552407239834,1552407240835,1552407248372,-999,1552407248423,46,53,0.53,babi-q1,yes,no,no,shading-2,3,6.66667,0,38.5,73.5,babi-q1-e0063-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,16,1552407248423,1552407249442,1552407251851,1552407252852,1552407259591,-999,1552407259642,91,86,0.863,babi-q1,yes,no,yes,flat,3,6.66667,2,80.1667,86.8333,babi-q1-e0133-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,17,1552407259642,1552407260660,1552407265978,1552407266979,1552407273759,-999,1552407273810,48,49,0.494,babi-q1,yes,no,yes,flat,3,6.66667,0,38.5,73.5,babi-q1-e0049-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,18,1552407273810,1552407274831,1552407313913,1552407314914,1552407318207,-999,1552407318258,73,76,0.767,babi-q1,yes,no,yes,flat,3,6.66667,1,73.5,80.1667,babi-q1-e0088-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,19,1552407318258,1552407319278,1552407320666,1552407321677,1552407325497,-999,1552407325548,88,90,0.901,babi-q1,yes,no,yes,flat,3,6.66667,3,86.8333,93.5,babi-q1-e0180-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,20,1552407325548,1552407326564,1552407329884,1552407330885,1552407335580,-999,1552407335631,63,48,0.488,babi-q1,yes,no,yes,shading-2,3,6.66667,0,38.5,73.5,babi-q1-e0009-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,21,1552407335631,1552407336649,1552407340213,1552407341214,1552407346186,-999,1552407346237,86,88,0.884,babi-q1,yes,no,yes,shading-2,3,6.66667,3,86.8333,93.5,babi-q1-e0156-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,22,1552407346237,1552407347256,1552407353274,1552407354285,1552407357024,-999,1552407357075,83,85,0.853,babi-q1,yes,no,yes,shading-2,3,6.66667,2,80.1667,86.8333,babi-q1-e0129-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,23,1552407357075,1552407358095,1552407359960,1552407360972,1552407363665,-999,1552407363716,75,75,0.753,babi-q1,yes,no,yes,shading-2,3,6.66667,1,73.5,80.1667,babi-q1-e0085-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,24,1552407363716,1552407364736,1552407367034,1552407368035,1552407374320,-999,1552407374371,84,82,0.82,babi-q1,yes,no,yes,shading-1,3,6.66667,2,80.1667,86.8333,babi-q1-e0103-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,25,1552407374371,1552407375388,1552407378907,1552407379919,1552407383622,-999,1552407383673,91,89,0.896,babi-q1,yes,no,yes,shading-1,3,6.66667,3,86.8333,93.5,babi-q1-e0173-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,26,1552407383673,1552407384695,1552407393179,1552407394180,1552407397539,-999,1552407397590,85,79,0.79,babi-q1,yes,no,yes,shading-1,3,6.66667,1,73.5,80.1667,babi-q1-e0091-f0-1k-l-2-tsne.txt
P11,2,1552406693849,1552407408346,1552406693849,1552406962195,1552406964628,1552407408346,1552407416768,1552407636150,main,27,1552407397590,1552407398611,1552407399943,1552407400955,1552407408294,-999,1552407408346,55,50,0.506,babi-q1,yes,no,yes,shading-1,3,6.66667,0,38.5,73.5,babi-q1-e0046-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,practice,0,1552407779909,1552407780910,1552407832907,1552407833908,1552407841499,1552407841499,1552407844598,90,90,0.908,babi-q1,no,yes,yes,flat,3,6.66667,3,86.8333,93.5,babi-q1-e0177-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,practice,1,1552407844598,1552407845599,1552407847234,1552407848235,1552407855346,1552407855346,1552407857101,58,42,0.427,babi-q1,no,yes,yes,shading-1,3,6.66667,0,38.5,73.5,babi-q1-e0005-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,practice,2,1552407857101,1552407858102,1552407872659,1552407873660,1552407878515,1552407878515,1552407880381,81,76,0.762,babi-q1,no,yes,yes,shading-2,3,6.66667,1,73.5,80.1667,babi-q1-e0086-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,practice,3,1552407880381,1552407881382,1552407896739,1552407897740,1552407901123,1552407901123,1552407904429,91,88,0.887,babi-q1,no,yes,no,shading-1,3,6.66667,3,86.8333,93.5,babi-q1-e0149-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,practice,4,1552407904429,1552407905430,1552407908530,1552407909531,1552407911787,1552407911787,1552407912869,85,85,0.854,babi-q1,no,yes,no,flat,3,6.66667,2,80.1667,86.8333,babi-q1-e0126-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,practice,5,1552407912869,1552407913870,1552407921323,1552407922324,1552407924746,1552407924746,1552407928045,78,81,0.819,babi-q1,no,yes,no,shading-2,3,6.66667,2,80.1667,86.8333,babi-q1-e0099-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,0,1552407933270,1552407934271,1552407943802,1552407944803,1552407951715,-999,1552407951766,50,50,0.508,babi-q1,no,yes,no,shading-1,3,6.66667,0,38.5,73.5,babi-q1-e0061-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,1,1552407951766,1552407952767,1552407956226,1552407957227,1552407959522,-999,1552407959573,85,88,0.883,babi-q1,no,yes,no,shading-1,3,6.66667,3,86.8333,93.5,babi-q1-e0152-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,2,1552407959573,1552407960574,1552407964179,1552407965180,1552407967723,-999,1552407967774,84,85,0.857,babi-q1,no,yes,no,shading-1,3,6.66667,2,80.1667,86.8333,babi-q1-e0123-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,3,1552407967774,1552407968775,1552407970331,1552407971332,1552407973722,-999,1552407973773,78,73,0.739,babi-q1,no,yes,no,shading-1,3,6.66667,1,73.5,80.1667,babi-q1-e0080-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,4,1552407973773,1552407974774,1552407976786,1552407977787,1552407981682,-999,1552407981733,58,53,0.53,babi-q1,no,yes,no,flat,3,6.66667,0,38.5,73.5,babi-q1-e0063-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,5,1552407981733,1552407982734,1552407987682,1552407988683,1552407992226,-999,1552407992277,87,85,0.852,babi-q1,no,yes,no,flat,3,6.66667,2,80.1667,86.8333,babi-q1-e0127-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,6,1552407992277,1552407993278,1552407999635,1552408000636,1552408003618,-999,1552408003669,72,79,0.79,babi-q1,no,yes,no,flat,3,6.66667,1,73.5,80.1667,babi-q1-e0090-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,7,1552408003669,1552408004670,1552408010371,1552408011372,1552408014204,-999,1552408014255,86,91,0.91,babi-q1,no,yes,no,flat,3,6.66667,3,86.8333,93.5,babi-q1-e0183-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,8,1552408014255,1552408015256,1552408022819,1552408023820,1552408026554,-999,1552408026605,79,88,0.883,babi-q1,no,yes,no,shading-2,3,6.66667,3,86.8333,93.5,babi-q1-e0147-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,9,1552408026605,1552408027606,1552408029572,1552408030573,1552408033243,-999,1552408033294,76,82,0.824,babi-q1,no,yes,no,shading-2,3,6.66667,2,80.1667,86.8333,babi-q1-e0101-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,10,1552408033294,1552408034295,1552408035763,1552408036764,1552408039922,-999,1552408039973,73,74,0.743,babi-q1,no,yes,no,shading-2,3,6.66667,1,73.5,80.1667,babi-q1-e0084-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,11,1552408039973,1552408040974,1552408043588,1552408044589,1552408048499,-999,1552408048549,44,50,0.508,babi-q1,no,yes,no,shading-2,3,6.66667,0,38.5,73.5,babi-q1-e0016-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,12,1552408048549,1552408049550,1552408072636,1552408073637,1552408076619,-999,1552408076669,79,81,0.81,babi-q1,no,yes,yes,shading-2,3,6.66667,2,80.1667,86.8333,babi-q1-e0096-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,13,1552408076669,1552408077670,1552408079915,1552408080916,1552408083010,-999,1552408083061,83,89,0.896,babi-q1,no,yes,yes,shading-2,3,6.66667,3,86.8333,93.5,babi-q1-e0163-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,14,1552408083061,1552408084062,1552408085659,1552408086660,1552408088818,-999,1552408088869,75,74,0.747,babi-q1,no,yes,yes,shading-2,3,6.66667,1,73.5,80.1667,babi-q1-e0083-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,15,1552408088869,1552408089870,1552408091924,1552408092925,1552408097395,-999,1552408097446,53,49,0.497,babi-q1,no,yes,yes,shading-2,3,6.66667,0,38.5,73.5,babi-q1-e0011-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,16,1552408097446,1552408098447,1552408103451,1552408104452,1552408106523,-999,1552408106574,74,81,0.813,babi-q1,no,yes,yes,flat,3,6.66667,2,80.1667,86.8333,babi-q1-e0097-f0-1k-l-2-tsne.txt
P11,3,1552407772974,1552408196943,1552407772974,1552407928045,1552407930606,1552408196943,1552408198339,1552408340084,main,17,1552408106574,1552408107575,1552408119507,1552408120508,1552408123506,-999,1552408123557,89,90,0.904,babi-q1,no,yes,yes,flat,3,6.66667,3,86.8333,93.5,babi-q1-e0181-f0-1k-l-2-tsne.txt
